Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
74         0.1429     0.1215     0.1313
75         0.4444     0.5045     0.4726
76         0.3391     0.4149     0.3732
77         0.1698     0.0900     0.1176
78         0.1090     0.1771     0.1349
79         0.2000     0.1224     0.1519
80         0.1935     0.0536     0.0839
81         0.1206     0.3878     0.1840
82         0.5196     0.5699     0.5436
83         0.2524     0.2407     0.2464
84         0.1351     0.0463     0.0690
85         0.2857     0.4340     0.3446
86         0.2772     0.4595     0.3458
87         0.1126     0.1977     0.1435
88         0.2500     0.0571     0.0930
89         0.2658     0.1981     0.2270
90         0.1758     0.1429     0.1576
91         0.4250     0.3696     0.3953
92         0.1570     0.1810     0.1681
93         0.2000     0.0693     0.1029
94         0.4493     0.5439     0.4921
95         0.3280     0.4227     0.3694
96         0.2159     0.2375     0.2262
97         0.3265     0.1495     0.2051
98         0.1481     0.1839     0.1641
99         0.1053     0.0952     0.1000
----------------------------------------
Macro Avg  0.2558     0.2558     0.2380

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 21/100 | Time: 255.7s | Loss: 0.0516 | Train Acc: 98.26%
--- Evaluating on Epoch 21 Val ---

Overall Accuracy: 96.25% (11550/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9707     0.9843     0.9774
1          0.9768     0.9868     0.9818
2          0.9180     0.9805     0.9483
3          0.9577     0.9639     0.9608
4          0.9749     0.9535     0.9641
5          0.9695     0.9550     0.9622
6          0.9810     0.9706     0.9758
7          0.9722     0.9545     0.9633
8          0.9678     0.9249     0.9459
9          0.9357     0.9484     0.9420
----------------------------------------
Macro Avg  0.9624     0.9622     0.9621


Epoch 25/100 | Time: 202.1s | Loss: 2.8053 | Train Acc: 30.30%
--- Evaluating on Epoch 25 Val ---

Overall Accuracy: 25.18% (2518/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3810     0.5393     0.4465
1          0.2688     0.2688     0.2688
2          0.0789     0.0645     0.0710
3          0.0833     0.0337     0.0480
4          0.1237     0.1212     0.1224
5          0.1795     0.3302     0.2326
6          0.2203     0.1287     0.1625
7          0.2838     0.2188     0.2471
8          0.4091     0.2903     0.3396
9          0.6957     0.3556     0.4706
10         0.1087     0.0495     0.0680
11         0.2405     0.1583     0.1910
12         0.2574     0.2524     0.2549
13         0.1525     0.0882     0.1118
14         0.5652     0.1275     0.2080
15         0.3095     0.1150     0.1677
16         0.2449     0.1379     0.1765
17         0.3045     0.5929     0.4024
18         0.2157     0.1048     0.1410
19         0.2692     0.0693     0.1102
20         0.3630     0.5146     0.4257
21         0.2291     0.5361     0.3210
22         0.2222     0.1684     0.1916
23         0.2796     0.5049     0.3599
24         0.2635     0.4944     0.3438
25         0.1406     0.2222     0.1722
26         0.0879     0.1524     0.1115
27         0.0763     0.3371     0.1245
28         0.4020     0.4271     0.4141
29         0.2973     0.1222     0.1732
30         0.2695     0.3762     0.3140
31         0.1667     0.2500     0.2000
32         0.5385     0.1414     0.2240
33         0.1548     0.1646     0.1595
34         0.0818     0.0857     0.0837
35         0.1269     0.2475     0.1678
36         0.1509     0.5490     0.2368
37         0.2247     0.1802     0.2000
38         0.1488     0.3368     0.2065
39         0.2091     0.1855     0.1966
40         0.2500     0.0698     0.1091
41         0.6875     0.4231     0.5238
42         0.1534     0.2547     0.1915
43         0.1479     0.2234     0.1780
44         0.1525     0.0909     0.1139
45         0.2727     0.0698     0.1111
46         0.1591     0.0787     0.1053
47         0.5672     0.3486     0.4318
48         0.6154     0.2400     0.3453
49         0.5102     0.2427     0.3289
50         0.1481     0.0784     0.1026
51         0.2097     0.1368     0.1656
52         0.4481     0.7188     0.5520
53         0.4023     0.3646     0.3825
54         0.4359     0.2982     0.3542
55         0.0682     0.0323     0.0438
56         0.3966     0.2556     0.3108
57         0.4082     0.1961     0.2649
58         0.3162     0.4019     0.3539
59         0.2609     0.1593     0.1978
60         0.5634     0.7339     0.6375
61         0.3152     0.3258     0.3204
62         0.3548     0.3204     0.3367
63         0.1923     0.3846     0.2564
64         0.0976     0.0370     0.0537
65         0.1400     0.0707     0.0940
66         0.1207     0.0769     0.0940
67         0.2174     0.3371     0.2643
68         0.5207     0.5833     0.5502
69         0.3413     0.6129     0.4385
70         0.2717     0.2252     0.2463
71         0.3475     0.5326     0.4206
72         0.2609     0.0556     0.0916
73         0.4500     0.2328     0.3068
74         0.0752     0.1589     0.1021
75         0.4071     0.5135     0.4542
76         0.3736     0.3617     0.3676
77         0.0909     0.1900     0.1230
78         0.1562     0.1042     0.1250
79         0.1266     0.2041     0.1562
80         0.2353     0.0357     0.0620
81         0.2152     0.1735     0.1921
82         0.4906     0.5591     0.5226
83         0.4118     0.1296     0.1972
84         0.1046     0.1481     0.1226
85         0.2620     0.4623     0.3345
86         0.3667     0.2973     0.3284
87         0.1727     0.2209     0.1939
88         0.1667     0.0857     0.1132
89         0.4048     0.1604     0.2297
90         0.3462     0.0804     0.1304
91         0.3933     0.3804     0.3867
92         0.1327     0.1238     0.1281
93         0.5385     0.0693     0.1228
94         0.5410     0.5789     0.5593
95         0.4035     0.2371     0.2987
96         0.3467     0.3250     0.3355
97         0.2985     0.1869     0.2299
98         0.2000     0.0575     0.0893
99         0.0811     0.0571     0.0670
----------------------------------------
Macro Avg  0.2797     0.2516     0.2412


Epoch 22/100 | Time: 276.7s | Loss: 0.0492 | Train Acc: 98.42%
--- Evaluating on Epoch 22 Val ---

Epoch 26/100 | Time: 251.4s | Loss: 2.7792 | Train Acc: 30.69%
--- Evaluating on Epoch 26 Val ---

Overall Accuracy: 96.36% (11563/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9664     0.9816     0.9740
1          0.9860     0.9839     0.9849
2          0.9688     0.9593     0.9640
3          0.9738     0.9426     0.9579
4          0.9716     0.9569     0.9642
5          0.9537     0.9653     0.9594
6          0.9640     0.9853     0.9745
7          0.9717     0.9621     0.9669
8          0.9277     0.9641     0.9456
9          0.9484     0.9323     0.9403
----------------------------------------
Macro Avg  0.9632     0.9633     0.9632

   [!] Model checkpoint saved to ./checkpoints\best_model_data_1.pkl

Overall Accuracy: 26.48% (2648/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.5057     0.4944     0.5000
1          0.2395     0.4301     0.3077
2          0.1404     0.1720     0.1546
3          0.1121     0.1348     0.1224
4          0.1944     0.1414     0.1637
5          0.1597     0.2170     0.1840
6          0.1795     0.2079     0.1927
7          0.1728     0.2917     0.2171
8          0.2403     0.3333     0.2793
9          0.4861     0.3889     0.4321
10         0.1765     0.0594     0.0889
11         0.3000     0.2000     0.2400
12         0.1919     0.1845     0.1881
13         0.1910     0.1667     0.1780
14         0.2386     0.2059     0.2211
15         0.2449     0.1062     0.1481
16         0.2121     0.1609     0.1830
17         0.3268     0.4425     0.3759
18         0.2115     0.1048     0.1401
19         0.2162     0.0792     0.1159
20         0.4194     0.5049     0.4581
21         0.2737     0.5361     0.3624
22         0.1534     0.2842     0.1993
23         0.3750     0.3786     0.3768
24         0.2980     0.5056     0.3750
25         0.1765     0.1481     0.1611
26         0.1143     0.1143     0.1143
27         0.1156     0.1910     0.1441
28         0.4928     0.3542     0.4121
29         0.2319     0.1778     0.2013
30         0.3152     0.2871     0.3005
31         0.1560     0.2292     0.1857
32         0.2917     0.2121     0.2456
33         0.1667     0.1519     0.1589
34         0.1215     0.1238     0.1226
35         0.2154     0.1386     0.1687
36         0.3077     0.3529     0.3288
37         0.2115     0.0991     0.1350
38         0.2051     0.1684     0.1850
39         0.2581     0.1935     0.2212
40         0.2533     0.2209     0.2360
41         0.4485     0.5865     0.5083
42         0.1304     0.0566     0.0789
43         0.2545     0.1489     0.1879
44         0.1370     0.1010     0.1163
45         0.2759     0.0930     0.1391
46         0.2727     0.0674     0.1081
47         0.4632     0.4037     0.4314
48         0.2353     0.4400     0.3066
49         0.2814     0.4563     0.3481
50         0.3333     0.0294     0.0541
51         0.2193     0.2632     0.2392
52         0.4345     0.6562     0.5228
53         0.4103     0.3333     0.3678
54         0.3451     0.3421     0.3436
55         0.0741     0.0430     0.0544
56         0.2787     0.3778     0.3208
57         0.6667     0.1765     0.2791
58         0.2201     0.4299     0.2911
59         0.2705     0.2920     0.2809
60         0.7766     0.6697     0.7192
61         0.2292     0.4944     0.3132
62         0.3267     0.3204     0.3235
63         0.3191     0.2885     0.3030
64         0.1538     0.0185     0.0331
65         0.1071     0.1515     0.1255
66         0.0857     0.0330     0.0476
67         0.2020     0.2247     0.2128
68         0.5259     0.5648     0.5446
69         0.3790     0.5054     0.4332
70         0.3256     0.1261     0.1818
71         0.3062     0.6957     0.4252
72         0.1481     0.0741     0.0988
73         0.3672     0.4052     0.3852
74         0.1698     0.0841     0.1125
75         0.3519     0.5135     0.4176
76         0.3309     0.4894     0.3948
77         0.1096     0.0800     0.0925
78         0.1702     0.0833     0.1119
79         0.1268     0.0918     0.1065
80         0.2250     0.0804     0.1184
81         0.1840     0.2347     0.2063
82         0.4380     0.5699     0.4953
83         0.2424     0.2963     0.2667
84         0.1731     0.0833     0.1125
85         0.3231     0.3962     0.3559
86         0.3453     0.4324     0.3840
87         0.1774     0.2558     0.2095
88         0.1583     0.2095     0.1803
89         0.3333     0.2170     0.2629
90         0.1176     0.1250     0.1212
91         0.3248     0.4130     0.3636
92         0.1350     0.2095     0.1642
93         0.1391     0.1584     0.1481
94         0.4820     0.5877     0.5296
95         0.3563     0.3196     0.3370
96         0.3333     0.3250     0.3291
97         0.2394     0.3178     0.2731
98         0.1695     0.1149     0.1370
99         0.0857     0.0286     0.0429
----------------------------------------
Macro Avg  0.2614     0.2648     0.2492

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 27/100 | Time: 228.5s | Loss: 2.7576 | Train Acc: 31.06%
--- Evaluating on Epoch 27 Val ---

Overall Accuracy: 26.25% (2625/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.6875     0.3708     0.4818
1          0.2632     0.3763     0.3097
2          0.1017     0.0645     0.0789
3          0.0526     0.0899     0.0664
4          0.1081     0.2020     0.1408
5          0.2632     0.2358     0.2488
6          0.1400     0.1386     0.1393
7          0.2475     0.2604     0.2538
8          0.2727     0.3548     0.3084
9          0.4270     0.4222     0.4246
10         0.2069     0.0594     0.0923
11         0.1769     0.1917     0.1840
12         0.2875     0.2233     0.2514
13         0.1682     0.1765     0.1722
14         0.1969     0.2451     0.2183
15         0.2459     0.1327     0.1724
16         0.1809     0.1954     0.1878
17         0.3471     0.5221     0.4170
18         0.1842     0.1333     0.1547
19         0.1466     0.1683     0.1567
20         0.5229     0.5534     0.5377
21         0.1987     0.6289     0.3020
22         0.3333     0.1474     0.2044
23         0.3697     0.4272     0.3964
24         0.3958     0.4270     0.4108
25         0.2200     0.1358     0.1679
26         0.2381     0.0476     0.0794
27         0.1138     0.1573     0.1321
28         0.5758     0.3958     0.4691
29         0.2830     0.1667     0.2098
30         0.3053     0.2871     0.2959
31         0.1531     0.3333     0.2098
32         0.3269     0.1717     0.2252
33         0.1616     0.2025     0.1798
34         0.1322     0.1524     0.1416
35         0.1379     0.1980     0.1626
36         0.3494     0.2843     0.3135
37         0.2759     0.1441     0.1893
38         0.0987     0.3158     0.1504
39         0.2500     0.2097     0.2281
40         0.2400     0.1395     0.1765
41         0.5213     0.4712     0.4949
42         0.1129     0.1321     0.1217
43         0.1667     0.4149     0.2378
44         0.1159     0.0808     0.0952
45         0.2222     0.1395     0.1714
46         0.1842     0.0787     0.1102
47         0.6667     0.2936     0.4076
48         0.3659     0.3000     0.3297
49         0.4921     0.3010     0.3735
50         0.3529     0.0588     0.1008
51         0.1979     0.2000     0.1990
52         0.5111     0.7188     0.5974
53         0.4356     0.4583     0.4467
54         0.3200     0.3509     0.3347
55         0.1515     0.0538     0.0794
56         0.3404     0.3556     0.3478
57         0.3636     0.2745     0.3128
58         0.2883     0.2991     0.2936
59         0.3778     0.1504     0.2152
60         0.8052     0.5688     0.6667
61         0.3171     0.4382     0.3679
62         0.3304     0.3592     0.3442
63         0.1949     0.3654     0.2542
64         0.1250     0.0648     0.0854
65         0.1200     0.0606     0.0805
66         0.0777     0.1648     0.1056
67         0.2258     0.3146     0.2629
68         0.5943     0.5833     0.5888
69         0.4811     0.5484     0.5126
70         0.3061     0.1351     0.1875
71         0.6269     0.4565     0.5283
72         0.1154     0.0278     0.0448
73         0.4018     0.3879     0.3947
74         0.1304     0.0841     0.1023
75         0.3270     0.6216     0.4286
76         0.3924     0.3298     0.3584
77         0.1215     0.1300     0.1256
78         0.0625     0.0104     0.0179
79         0.1846     0.2449     0.2105
80         0.2941     0.0446     0.0775
81         0.2069     0.1837     0.1946
82         0.4712     0.5269     0.4975
83         0.1744     0.2778     0.2143
84         0.1765     0.1389     0.1554
85         0.2885     0.4245     0.3435
86         0.3833     0.4144     0.3983
87         0.1930     0.2558     0.2200
88         0.1374     0.1714     0.1525
89         0.2830     0.1415     0.1887
90         0.2444     0.0982     0.1401
91         0.5424     0.3478     0.4238
92         0.1296     0.1333     0.1315
93         0.1951     0.0792     0.1127
94         0.5242     0.5702     0.5462
95         0.3750     0.3093     0.3390
96         0.3333     0.4250     0.3736
97         0.1840     0.2804     0.2222
98         0.1506     0.2874     0.1976
99         0.1522     0.0667     0.0927
----------------------------------------
Macro Avg  0.2795     0.2629     0.2560


Epoch 23/100 | Time: 283.4s | Loss: 0.0457 | Train Acc: 98.50%
--- Evaluating on Epoch 23 Val ---

Overall Accuracy: 96.60% (11592/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9807     0.9773     0.9790
1          0.9861     0.9868     0.9864
2          0.9614     0.9682     0.9648
3          0.9686     0.9607     0.9646
4          0.9758     0.9560     0.9658
5          0.9518     0.9634     0.9576
6          0.9588     0.9886     0.9734
7          0.9703     0.9659     0.9681
8          0.9640     0.9385     0.9511
9          0.9390     0.9509     0.9449
----------------------------------------
Macro Avg  0.9656     0.9656     0.9656

   [!] Model checkpoint saved to ./checkpoints\best_model_data_1.pkl

Epoch 28/100 | Time: 196.9s | Loss: 2.7343 | Train Acc: 31.66%
--- Evaluating on Epoch 28 Val ---

Overall Accuracy: 26.28% (2628/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3898     0.5169     0.4444
1          0.2887     0.3011     0.2947
2          0.1556     0.2258     0.1842
3          0.1290     0.0449     0.0667
4          0.1591     0.0707     0.0979
5          0.1780     0.3208     0.2290
6          0.2018     0.2277     0.2140
7          0.2727     0.1562     0.1987
8          0.4286     0.2581     0.3221
9          0.4658     0.3778     0.4172
10         0.1778     0.0792     0.1096
11         0.3939     0.1083     0.1699
12         0.2167     0.1262     0.1595
13         0.3220     0.1863     0.2360
14         0.3099     0.2157     0.2543
15         0.1337     0.2389     0.1714
16         0.1944     0.1609     0.1761
17         0.2590     0.5752     0.3571
18         0.1636     0.1714     0.1674
19         0.3056     0.1089     0.1606
20         0.3333     0.5825     0.4240
21         0.3762     0.3918     0.3838
22         0.2656     0.1789     0.2138
23         0.3432     0.5631     0.4265
24         0.2086     0.7079     0.3223
25         0.2037     0.1358     0.1630
26         0.0312     0.0095     0.0146
27         0.1923     0.1124     0.1418
28         0.3388     0.4271     0.3779
29         0.1481     0.2222     0.1778
30         0.2532     0.1980     0.2222
31         0.2247     0.2083     0.2162
32         0.1935     0.2424     0.2152
33         0.1940     0.1646     0.1781
34         0.1139     0.0857     0.0978
35         0.1809     0.1683     0.1744
36         0.1636     0.4412     0.2387
37         0.2258     0.1261     0.1618
38         0.1910     0.1789     0.1848
39         0.3966     0.1855     0.2527
40         0.1682     0.2093     0.1865
41         0.4660     0.4615     0.4638
42         0.2353     0.1132     0.1529
43         0.2289     0.2021     0.2147
44         0.1644     0.1212     0.1395
45         0.2647     0.1047     0.1500
46         0.2326     0.1124     0.1515
47         0.6034     0.3211     0.4192
48         0.3750     0.3300     0.3511
49         0.3750     0.2330     0.2874
50         0.1600     0.0392     0.0630
51         0.1871     0.2737     0.2222
52         0.5000     0.5938     0.5429
53         0.2896     0.6667     0.4038
54         0.2340     0.5439     0.3272
55         0.0833     0.0108     0.0190
56         0.3700     0.4111     0.3895
57         0.2303     0.3431     0.2756
58         0.3594     0.2150     0.2690
59         0.2857     0.2655     0.2752
60         0.5882     0.7339     0.6531
61         0.1832     0.5618     0.2762
62         0.3307     0.4078     0.3652
63         0.3103     0.2596     0.2827
64         0.0930     0.0370     0.0530
65         0.0902     0.1111     0.0995
66         0.1364     0.0659     0.0889
67         0.1570     0.3034     0.2069
68         0.4364     0.6667     0.5275
69         0.3048     0.6129     0.4071
70         0.2637     0.2162     0.2376
71         0.4380     0.5761     0.4977
72         0.1429     0.0833     0.1053
73         0.5312     0.2931     0.3778
74         0.2778     0.0467     0.0800
75         0.6389     0.4144     0.5027
76         0.2000     0.5106     0.2874
77         0.0645     0.1200     0.0839
78         0.0909     0.0104     0.0187
79         0.1720     0.1633     0.1675
80         0.1667     0.0714     0.1000
81         0.2414     0.2143     0.2270
82         0.5238     0.4731     0.4972
83         0.2360     0.1944     0.2132
84         0.1163     0.0926     0.1031
85         0.3520     0.4151     0.3810
86         0.4507     0.2883     0.3516
87         0.2353     0.1860     0.2078
88         0.2632     0.0952     0.1399
89         0.3636     0.1509     0.2133
90         0.2368     0.0804     0.1200
91         0.3220     0.4130     0.3619
92         0.1484     0.1810     0.1631
93         0.1875     0.0594     0.0902
94         0.5439     0.5439     0.5439
95         0.2392     0.5155     0.3268
96         0.3590     0.3500     0.3544
97         0.1931     0.2617     0.2222
98         0.1750     0.1609     0.1677
99         0.0870     0.0190     0.0313
----------------------------------------
Macro Avg  0.2643     0.2633     0.2446


Epoch 24/100 | Time: 248.0s | Loss: 0.0431 | Train Acc: 98.61%
--- Evaluating on Epoch 24 Val ---

Overall Accuracy: 96.51% (11581/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9756     0.9808     0.9782
1          0.9839     0.9883     0.9861
2          0.9637     0.9611     0.9624
3          0.9771     0.9443     0.9604
4          0.9613     0.9679     0.9646
5          0.9362     0.9775     0.9564
6          0.9779     0.9787     0.9783
7          0.9576     0.9750     0.9662
8          0.9597     0.9351     0.9472
9          0.9536     0.9391     0.9463
----------------------------------------
Macro Avg  0.9647     0.9648     0.9646


Epoch 29/100 | Time: 209.7s | Loss: 2.7162 | Train Acc: 32.05%
--- Evaluating on Epoch 29 Val ---

Overall Accuracy: 26.28% (2628/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.5172     0.5056     0.5114
1          0.3605     0.3333     0.3464
2          0.1240     0.1720     0.1441
3          0.0890     0.2360     0.1292
4          0.1250     0.1010     0.1117
5          0.3231     0.1981     0.2456
6          0.1842     0.1386     0.1582
7          0.2209     0.1979     0.2088
8          0.2279     0.3333     0.2707
9          0.4390     0.4000     0.4186
10         0.2264     0.1188     0.1558
11         0.3478     0.1333     0.1928
12         0.2087     0.2330     0.2202
13         0.2388     0.1569     0.1893
14         0.1644     0.2353     0.1935
15         0.2048     0.1504     0.1735
16         0.1622     0.1379     0.1491
17         0.3803     0.4779     0.4235
18         0.1780     0.2000     0.1883
19         0.7500     0.0297     0.0571
20         0.4126     0.5728     0.4797
21         0.3034     0.4536     0.3636
22         0.3061     0.1579     0.2083
23         0.4404     0.4660     0.4528
24         0.3623     0.5618     0.4405
25         0.2203     0.1605     0.1857
26         0.2195     0.0857     0.1233
27         0.1240     0.1685     0.1429
28         0.4568     0.3854     0.4181
29         0.1330     0.3000     0.1843
30         0.1901     0.4950     0.2747
31         0.2184     0.1979     0.2077
32         0.2750     0.2222     0.2458
33         0.1778     0.2025     0.1893
34         0.1961     0.0952     0.1282
35         0.1486     0.2178     0.1767
36         0.3625     0.2843     0.3187
37         0.2205     0.2523     0.2353
38         0.2632     0.1579     0.1974
39         0.1500     0.3145     0.2031
40         0.1688     0.1512     0.1595
41         0.5147     0.3365     0.4070
42         0.1197     0.1604     0.1371
43         0.2035     0.2447     0.2222
44         0.2000     0.0404     0.0672
45         0.1633     0.0930     0.1185
46         0.2000     0.1124     0.1439
47         0.5942     0.3761     0.4607
48         0.1715     0.5900     0.2658
49         0.3605     0.3010     0.3280
50         0.3333     0.0294     0.0541
51         0.1852     0.2105     0.1970
52         0.5128     0.6250     0.5634
53         0.4409     0.4271     0.4339
54         0.3804     0.3070     0.3398
55         0.1000     0.0108     0.0194
56         0.2517     0.4000     0.3090
57         0.4808     0.2451     0.3247
58         0.3197     0.3645     0.3406
59         0.3509     0.1770     0.2353
60         0.8833     0.4862     0.6272
61         0.3913     0.4045     0.3978
62         0.3597     0.4854     0.4132
63         0.2632     0.3365     0.2954
64         0.0698     0.1667     0.0984
65         0.1944     0.0707     0.1037
66         0.1132     0.1319     0.1218
67         0.1954     0.1910     0.1932
68         0.7013     0.5000     0.5838
69         0.5696     0.4839     0.5233
70         0.3286     0.2072     0.2541
71         0.5926     0.5217     0.5549
72         0.1667     0.0648     0.0933
73         0.3566     0.3966     0.3755
74         0.1667     0.0561     0.0839
75         0.2893     0.6306     0.3966
76         0.3810     0.3404     0.3596
77         0.0758     0.0500     0.0602
78         0.1224     0.0625     0.0828
79         0.1889     0.1735     0.1809
80         0.1579     0.0268     0.0458
81         0.1765     0.1531     0.1639
82         0.6197     0.4731     0.5366
83         0.2114     0.2407     0.2251
84         0.2000     0.1019     0.1350
85         0.3359     0.4057     0.3675
86         0.2621     0.4865     0.3407
87         0.2121     0.1628     0.1842
88         0.1628     0.2667     0.2022
89         0.3519     0.1792     0.2375
90         0.1800     0.0804     0.1111
91         0.5500     0.3587     0.4342
92         0.1098     0.1810     0.1367
93         0.1967     0.1188     0.1481
94         0.5299     0.5439     0.5368
95         0.2752     0.4227     0.3333
96         0.4194     0.3250     0.3662
97         0.1602     0.2710     0.2014
98         0.1818     0.1379     0.1569
99         0.1220     0.0952     0.1070
----------------------------------------
Macro Avg  0.2853     0.2623     0.2556


Epoch 25/100 | Time: 255.4s | Loss: 0.0399 | Train Acc: 98.70%
--- Evaluating on Epoch 25 Val ---

Overall Accuracy: 96.44% (11573/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9757     0.9834     0.9795
1          0.9853     0.9831     0.9842
2          0.9612     0.9629     0.9620
3          0.9435     0.9713     0.9572
4          0.9507     0.9788     0.9646
5          0.9462     0.9737     0.9598
6          0.9874     0.9608     0.9739
7          0.9813     0.9545     0.9677
8          0.9606     0.9377     0.9490
9          0.9478     0.9374     0.9426
----------------------------------------
Macro Avg  0.9640     0.9644     0.9640


Epoch 30/100 | Time: 208.5s | Loss: 2.6909 | Train Acc: 32.27%
--- Evaluating on Epoch 30 Val ---

Overall Accuracy: 27.20% (2720/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.5244     0.4831     0.5029
1          0.2292     0.3548     0.2785
2          0.1187     0.2043     0.1502
3          0.1096     0.0899     0.0988
4          0.1408     0.1010     0.1176
5          0.1620     0.3302     0.2174
6          0.1792     0.1881     0.1836
7          0.2778     0.2604     0.2688
8          0.2353     0.3441     0.2795
9          0.6140     0.3889     0.4762
10         0.3478     0.0792     0.1290
11         0.4667     0.1167     0.1867
12         0.2936     0.3107     0.3019
13         0.2397     0.2843     0.2601
14         0.2500     0.1176     0.1600
15         0.2545     0.1239     0.1667
16         0.2545     0.1609     0.1972
17         0.3413     0.6283     0.4424
18         0.1552     0.0857     0.1104
19         0.2203     0.1287     0.1625
20         0.3588     0.5922     0.4469
21         0.2849     0.5258     0.3696
22         0.3191     0.1579     0.2113
23         0.4557     0.3495     0.3956
24         0.3500     0.3146     0.3314
25         0.1709     0.2469     0.2020
26         0.1522     0.1333     0.1421
27         0.0975     0.2584     0.1415
28         0.4524     0.3958     0.4222
29         0.2267     0.1889     0.2061
30         0.2720     0.3366     0.3009
31         0.2170     0.2396     0.2277
32         0.3600     0.1818     0.2416
33         0.2432     0.1139     0.1552
34         0.1037     0.1619     0.1264
35         0.1791     0.1188     0.1429
36         0.2083     0.4412     0.2830
37         0.2619     0.1982     0.2256
38         0.2353     0.0842     0.1240
39         0.1811     0.3710     0.2434
40         0.2632     0.1163     0.1613
41         0.3733     0.5385     0.4409
42         0.1543     0.2358     0.1866
43         0.1659     0.3723     0.2295
44         0.2273     0.0505     0.0826
45         0.2188     0.0814     0.1186
46         0.1515     0.1124     0.1290
47         0.4545     0.4128     0.4327
48         0.3139     0.4300     0.3629
49         0.4079     0.3010     0.3464
50         0.2800     0.0686     0.1102
51         0.1481     0.2105     0.1739
52         0.4924     0.6771     0.5702
53         0.3105     0.6146     0.4126
54         0.4444     0.3158     0.3692
55         0.3333     0.0108     0.0208
56         0.3523     0.3444     0.3483
57         0.3133     0.2549     0.2811
58         0.2957     0.3178     0.3063
59         0.3636     0.2832     0.3184
60         0.6159     0.7798     0.6883
61         0.3511     0.3708     0.3607
62         0.2963     0.5437     0.3836
63         0.2228     0.3942     0.2847
64         0.0923     0.0556     0.0694
65         0.1286     0.0909     0.1065
66         0.1111     0.0220     0.0367
67         0.2255     0.2584     0.2408
68         0.5701     0.5648     0.5674
69         0.4545     0.5376     0.4926
70         0.3273     0.1622     0.2169
71         0.4015     0.5761     0.4732
72         0.1316     0.0926     0.1087
73         0.4302     0.3190     0.3663
74         0.1132     0.1121     0.1127
75         0.4024     0.6126     0.4857
76         0.3398     0.3723     0.3553
77         0.0993     0.1500     0.1195
78         0.0758     0.0521     0.0617
79         0.1654     0.2245     0.1905
80         0.2778     0.0446     0.0769
81         0.2184     0.1939     0.2054
82         0.5684     0.5806     0.5745
83         0.3462     0.1667     0.2250
84         0.1596     0.1389     0.1485
85         0.3636     0.4151     0.3877
86         0.4516     0.2523     0.3237
87         0.2165     0.2442     0.2295
88         0.1520     0.1810     0.1652
89         0.1728     0.3113     0.2222
90         0.2258     0.1250     0.1609
91         0.3193     0.4130     0.3602
92         0.1500     0.0571     0.0828
93         0.2632     0.0990     0.1439
94         0.4855     0.5877     0.5317
95         0.4127     0.2680     0.3250
96         0.3768     0.3250     0.3490
97         0.2074     0.2617     0.2314
98         0.1912     0.1494     0.1677
99         0.1190     0.0476     0.0680
----------------------------------------
Macro Avg  0.2784     0.2709     0.2573

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 26/100 | Time: 251.6s | Loss: 0.0370 | Train Acc: 98.82%
--- Evaluating on Epoch 26 Val ---

Overall Accuracy: 96.60% (11592/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9807     0.9799     0.9803
1          0.9853     0.9861     0.9857
2          0.9712     0.9549     0.9630
3          0.9485     0.9664     0.9574
4          0.9750     0.9569     0.9658
5          0.9593     0.9728     0.9660
6          0.9780     0.9796     0.9788
7          0.9709     0.9606     0.9657
8          0.9617     0.9436     0.9526
9          0.9278     0.9569     0.9421
----------------------------------------
Macro Avg  0.9658     0.9658     0.9657


Epoch 31/100 | Time: 204.0s | Loss: 2.6739 | Train Acc: 32.99%
--- Evaluating on Epoch 31 Val ---

